com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjustedUV(com.badlogic.gdx.graphics.Texture,float,float,float,float,float,float,float,float,float,float,float,float,float,boolean,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$texture$*$com.badlogic.gdx.graphics.g2d.TextureRegion
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,float,float,float,float,float,float,float,boolean)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$texture$*$com.badlogic.gdx.graphics.g2d.TextureRegion
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.g2d.TextureRegion,float,float,com.badlogic.gdx.math.Affine2)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$drawAdjusted(com.badlogic.gdx.graphics.Texture,float[],int,int)$*$vertices$*$com.badlogic.gdx.graphics.g2d.SpriteBatch
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.CpuSpriteBatch$*$checkEqual(com.badlogic.gdx.math.Matrix4,com.badlogic.gdx.math.Matrix4)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.g2d.DistanceFieldFont$*$load(com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData)$*$Linear$*$com.badlogic.gdx.graphics.Texture.TextureFilter
com.badlogic.gdx.graphics.g2d.DistanceFieldFont$*$load(com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData)$*$Linear$*$com.badlogic.gdx.graphics.Texture.TextureFilter
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$check()$*$glProfiler$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawArrays(int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawElements(int,int,int,java.nio.Buffer)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawElements(int,int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawRangeElements(int,int,int,int,int,java.nio.Buffer)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawRangeElements(int,int,int,int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawArraysInstanced(int,int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL30Interceptor$*$glDrawElementsInstanced(int,int,int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GLProfiler$*$GLProfiler(com.badlogic.gdx.Graphics)$*$LOGGING_LISTENER$*$com.badlogic.gdx.graphics.profiling.GLErrorListener
com.badlogic.gdx.graphics.profiling.GLProfiler$*$disable()$*$gl30$*$com.badlogic.gdx.graphics.profiling.GL30Interceptor
com.badlogic.gdx.graphics.profiling.GLProfiler$*$disable()$*$gl20$*$com.badlogic.gdx.graphics.profiling.GL20Interceptor
<anonymous com.badlogic.gdx.graphics.profiling.GLErrorListener$1>$*$onError(int)$*$app$*$com.badlogic.gdx.Gdx
<anonymous com.badlogic.gdx.graphics.profiling.GLErrorListener$1>$*$onError(int)$*$app$*$com.badlogic.gdx.Gdx
com.badlogic.gdx.graphics.profiling.GL20Interceptor$*$check()$*$glProfiler$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL20Interceptor$*$glDrawArrays(int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL20Interceptor$*$glDrawElements(int,int,int,java.nio.Buffer)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.profiling.GL20Interceptor$*$glDrawElements(int,int,int,int)$*$vertexCount$*$com.badlogic.gdx.graphics.profiling.GLInterceptor
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$projection$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$position$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$up$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$view$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$direction$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$position$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$projection$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$combined$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$combined$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$view$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$combined$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$invProjectionView$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$val$*$com.badlogic.gdx.math.Matrix4
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$invProjectionView$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$invProjectionView$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.graphics.PerspectiveCamera$*$update(boolean)$*$frustum$*$com.badlogic.gdx.graphics.Camera
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$filename$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemap$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemap$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemap$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemapData$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemap$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$cubemap$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadAsync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadSync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
com.badlogic.gdx.assets.loaders.CubemapLoader$*$loadSync(com.badlogic.gdx.assets.AssetManager,java.lang.String,com.badlogic.gdx.files.FileHandle,com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapParameter)$*$data$*$com.badlogic.gdx.assets.loaders.CubemapLoader.CubemapLoaderInfo
